oc,r,g,b
0.7636293760184474,0.091697738,0.057477131,0.04460035
0.7636293760184474,0.063084039,0.044554074,0.038267419
0.8536510376633359,0.081749215,0.044636591,0.034149847
0.6667179093005381,0.07775222,0.052668133,0.042652579
0.6896233666410454,0.075278714,0.049491999,0.03999089
0.7451331143735588,0.085307381,0.05357683,0.042116219
0.7451331143735588,0.078186724,0.051181834,0.040750436
0.7513971538816295,0.072896177,0.048974632,0.039206813
0.7535741737125289,0.062407857,0.04284007,0.035522071
0.31172885841660264,0.083169731,0.045194947,0.033977823
0.31172885841660264,0.139328675,0.075405325,0.051272723
0.6613091017678709,0.058558366,0.041312979,0.035035271
0.8473481936971561,0.077906054,0.045651496,0.035434266
0.8189085318985396,0.100880907,0.054649973,0.038763126
0.5460415065334359,0.09148774,0.061784229,0.049985423
0.3920061491160646,0.165383401,0.101938244,0.07618513
0.7392774788624136,0.214275342,0.130014399,0.090468331
0.8476556495003844,0.127267832,0.076162448,0.055314484
0.13350569378939278,0.113106945,0.067669699,0.050513538
0.7706379707916987,0.181170192,0.109410036,0.078021441
0.8136817832436588,0.167422433,0.095507513,0.064830514
0.7983089930822445,0.087512721,0.057535727,0.04350005
0.7119139123750962,0.147014578,0.096795152,0.07458237
0.7657186779400462,0.164999087,0.102725602,0.07263134
0.8491929285165258,0.092490875,0.056877235,0.043053447
0.8109146810146042,0.121173723,0.07128331,0.051419006
0.8262874711760185,0.124087033,0.070480752,0.050480259
0.7743274404304381,0.098076195,0.057089546,0.043192382
0.7938508839354343,0.113048969,0.06444171,0.047839625
0.807378939277479,0.10785935,0.059143793,0.043525153
0.801076095311299,0.08777846,0.053306416,0.040919111
0.5249807840122982,0.112213525,0.073490014,0.056442318
0.07486548808608763,0.156248649,0.110586218,0.083528088
0.09869331283627979,0.144648814,0.100546652,0.073968727
0.38431975403535745,0.11429153,0.074968579,0.059032103
0.22551883166794773,0.144529165,0.097799925,0.076330958
0.392467332820907,0.111650712,0.077900813,0.062729412
0.37924673328209074,0.115834566,0.077040055,0.06044655
0.21583397386625672,0.127346151,0.087335981,0.070303139
0.6899308224442737,0.153100375,0.091791512,0.066012002
0.2035357417371253,0.127526526,0.087474285,0.069613526
0.190315142198309,0.134302558,0.092516853,0.072099652
0.6684089162182936,0.115828828,0.071940623,0.05418397
0.13528055342044581,0.185395114,0.129200147,0.099832753
0.3468101460415065,0.108427145,0.074938776,0.059072794
0.39615680245964646,0.223976043,0.160198411,0.121412841
0.39877017678708687,0.234143983,0.165123301,0.125583705
0.35019215987701774,0.182632472,0.124051899,0.095977224
0.48762490392006147,0.159023418,0.113465179,0.087704575
0.412913143735588,0.225850273,0.160216149,0.122613898
0.41368178324365873,0.138495168,0.091312732,0.070801552
0.4740968485780169,0.213633226,0.149649784,0.112623992
0.3541890853189854,0.16484694,0.118491438,0.092461667
0.4052267486548809,0.198548378,0.127453179,0.094943442
0.4265949269792467,0.206654963,0.150546849,0.114921442
0.3255956956187548,0.171701721,0.12121632,0.094696062
0.5408147578785549,0.122768797,0.082908441,0.065554568
0.5408147578785549,0.145594751,0.104785885,0.082375293
0.3884704073789393,0.15808643,0.113439379,0.089105795
0.3966179861644889,0.153141668,0.097752595,0.074512925
0.44488854727132976,0.165066276,0.117556027,0.094339794
0.44488854727132976,0.150769521,0.115360578,0.095461339
0.5721089357417372,0.080308943,0.054068982,0.043652775
0.5721089357417372,0.077874202,0.050974421,0.041533663
0.14375271884704074,0.119771033,0.094817449,0.081297403
0.6098385857033052,0.056536279,0.038379935,0.032524265
0.4853189853958494,0.078418783,0.054530716,0.045082135
0.6195234435049961,0.080179074,0.055513593,0.046615773
0.5812451960030747,0.109267251,0.081160377,0.06918792
0.4364335126825519,0.183941313,0.134337536,0.109822322
0.17248270561106843,0.448390892,0.352043971,0.298233727
0.5723289777094542,0.100278398,0.071033838,0.059209356
0.3364753706379708,0.101915419,0.074160226,0.06229766
0.24122928132205998,0.31670551,0.236697786,0.19611625
0.27302075326671793,0.297367713,0.205812933,0.163667747
0.39010888255188314,0.13599472,0.099387039,0.084280918
0.3364753706379708,0.078103246,0.057952011,0.049831741
0.24122928132205998,0.190249667,0.141007866,0.118891459
0.34542659492697925,0.228851295,0.171949339,0.142778029
0.39010888255188314,0.121988606,0.086671721,0.071942366
0.3364753706379708,0.152318405,0.117077269,0.101729645
0.24122928132205998,0.253867647,0.183003946,0.15009611
0.3706379707916987,0.190377279,0.143220179,0.11867638
0.39010888255188314,0.090467215,0.064084344,0.053325783
0.3364753706379708,0.091563671,0.068339393,0.058943716
0.24122928132205998,0.243118928,0.168787112,0.136960011
0.36049192928516527,0.298500209,0.211688582,0.170974616
0.6901046018447349,0.088070009,0.055305829,0.043320793
0.6901046018447349,0.077357938,0.046766716,0.037632999
0.7947732513451192,0.078424076,0.042643989,0.032443529
0.7783243658724059,0.06696181,0.044268336,0.036184525
0.43420780000000003,0.138877658,0.085107691,0.060256483
0.43420780000000003,0.146496698,0.092787021,0.063344165
0.6814010013835512,0.07219365,0.043799528,0.034802041
0.6814010013835512,0.071493885,0.044259629,0.034677099
0.7872405841660262,0.072334322,0.048783353,0.038960278
0.44284453558800924,0.086808752,0.054176973,0.040723131
0.44284453558800924,0.111939048,0.071935556,0.05185289
0.7147740604150654,0.068882081,0.042400221,0.033730948
0.7147740604150654,0.091446358,0.052115172,0.039015836
0.7406610299769408,0.058568614,0.039924845,0.032761411
0.4357973972328978,0.106904615,0.07055621,0.056353982
0.4357973972328978,0.144882152,0.088748955,0.064849634
0.5315910837817064,0.09663921,0.060105549,0.046244175
0.7434281322059955,0.069124665,0.044985007,0.03629437
0.44763643351268256,0.137167718,0.084278952,0.062336497
0.44763643351268256,0.116607452,0.073646795,0.055211332
0.768793235972329,0.09659957,0.054728964,0.040820347
0.7274404304381246,0.07553025,0.048929441,0.038244872
0.5692544196771715,0.241284824,0.159678569,0.117965881
0.4664104534973098,0.200073614,0.127186597,0.093055596
0.4464258262874712,0.202705421,0.13278497,0.099371935
0.5835511145272867,0.188135231,0.120894224,0.089311876
0.6216756341275942,0.188796448,0.10650788,0.072875311
0.3223674096848578,0.170046719,0.109610661,0.077076847
0.3681783243658724,0.135328675,0.092988276,0.071048215
0.29915449654112225,0.182539105,0.121225264,0.081429585
0.28024596464258267,0.15782822,0.105333272,0.078180718
0.13282090699461954,0.074499549,0.04754527,0.036771933
0.4946963873943121,0.115782269,0.074271795,0.051851161
0.32882398155265186,0.144878837,0.096621536,0.071894809
0.3059185242121445,0.139611044,0.088499483,0.066192031
0.48808608762490396,0.138485324,0.096285882,0.073149848
0.35972328977709456,0.131000545,0.090718516,0.070095846
0.44550345887778636,0.131365811,0.086757611,0.064559883
0.42874711760184475,0.124793966,0.083999974,0.064277982
0.22090699461952343,0.181628894,0.125681219,0.09667183
0.45380476556495003,0.08662799,0.056953885,0.046361569
0.4521137586471945,0.09350409,0.062443734,0.051191265
0.4504227517294389,0.121272655,0.079057863,0.062185353
0.3901614142966949,0.098303145,0.066641964,0.053964577
0.46087624903920066,0.114495232,0.072916713,0.057707108
0.43843197540353573,0.098795923,0.066500747,0.054508472
0.35388162951575713,0.104080157,0.074478028,0.061450905
0.6207532667179093,0.094647845,0.059605023,0.046936248
0.35435182659492703,0.06453919,0.042759234,0.035481886
0.6190622598001538,0.085291698,0.05510458,0.044794251
0.35435182659492703,0.058913378,0.041219197,0.035577962
0.018927596295157573,0.277641381,0.21956284,0.162958602
0.015671597647963106,0.28602526,0.227499136,0.169137679
0.021576362367409684,0.314336615,0.256804043,0.192363232
0.030338192713297466,0.230972804,0.178778272,0.128674637
0.017262871083781706,0.234933199,0.178931771,0.126732858
0.03605056205995388,0.273872239,0.20298655,0.140751418
0.02454998659492698,0.286468166,0.214556324,0.14815749
0.7990776325903152,0.123852978,0.072887913,0.052711049
0.71391237509608,0.143803366,0.088080359,0.060556817
0.6079938508839354,0.186836419,0.110566844,0.0730493
0.7449654112221369,0.128055549,0.072773931,0.050658714
0.7797079169869331,0.142854556,0.087788319,0.063047427
0.824750192159877,0.129941294,0.074008516,0.053350031
0.8255188316679478,0.143616345,0.078659349,0.055499112
0.8296694850115296,0.144261638,0.08492101,0.060743058
0.8865488086087625,0.134285874,0.064873545,0.042509928
0.8350499615680247,0.14660096,0.083435418,0.060151985
0.8221368178324365,0.209993083,0.091210028,0.055782309
0.3007957754035358,0.14255628,0.104217284,0.078133411
0.04774907398923905,0.18956274,0.134962577,0.095731257
0.03142588539584935,0.185426429,0.130966707,0.091558029
0.017634035172943888,0.247838187,0.18016269,0.124094878
0.012918581014604151,0.227295652,0.160161429,0.10805433
0.0161952162490392,0.242145029,0.172475457,0.117545045
0.033052788747117604,0.155149087,0.116898876,0.088529173
0.03197583787855496,0.175619693,0.132369472,0.099226087
0.03655892677940046,0.120848257,0.091910246,0.071105913
0.2196747898539585,0.126025846,0.065608871,0.044095896
0.4027671022290546,0.171069677,0.106634891,0.072259111
0.4027671022290546,0.258185204,0.164409535,0.107921367
0.4850115295926211,0.17179118,0.105958733,0.067524241
0.6879323597232898,0.19337488,0.111490152,0.071011665
0.6381245196003075,0.170768098,0.103837284,0.067372741
0.7157571099154497,0.207891041,0.122029878,0.07901172
0.6164488854727134,0.169357337,0.101828586,0.066889781
0.3029976940814758,0.146178107,0.094179045,0.064870658
0.11191391237509608,0.216697809,0.140824932,0.086184326
0.2986933128362798,0.174209168,0.104836014,0.068871158
0.45196003074558033,0.144994621,0.089868019,0.062049528
0.40307455803228287,0.1631972,0.101982731,0.070619304
0.26702536510376634,0.144637231,0.095952786,0.068104221
0.4708685626441199,0.154897929,0.085973747,0.056628309
0.6084550345887778,0.141922792,0.080109579,0.052369431
0.6863950807071484,0.189174096,0.105160015,0.070004074
0.739035906379708,0.147271384,0.084393615,0.058847101
0.739035906379708,0.242364137,0.118423211,0.069301581
0.7086856264411991,0.194781277,0.111404847,0.073439753
0.798770176787087,0.165298102,0.085019527,0.057068274
0.8631821675634128,0.238056384,0.124563801,0.078557163
0.824750192159877,0.155232339,0.077750664,0.052637066
0.32882398155265186,0.106701025,0.077802693,0.063358758
0.495618754803997,0.140907382,0.084695104,0.060151203
0.8411990776325904,0.125472337,0.061504315,0.043792091
0.7100691775557264,0.135650607,0.071106541,0.049003841
0.8119907763259032,0.137529047,0.070108249,0.048650754
0.7877017678708687,0.074481775,0.042436857,0.032331012
0.6442736356648732,0.164504249,0.09162481,0.063803552
0.7448116833205227,0.157213713,0.090003224,0.061513344
0.620445810914681,0.175421974,0.096818814,0.065715788
0.6567255956956187,0.172745011,0.102545656,0.07181298
0.7952344350499616,0.218853836,0.125909493,0.086894702
0.6574942352036895,0.226231009,0.110014294,0.067571788
0.7889315910837817,0.161154397,0.085493715,0.057541726
0.6831667947732514,0.193124121,0.109012922,0.074418247
0.6367409684857802,0.206638554,0.113885796,0.074275237
0.5983089930822445,0.174624878,0.103221379,0.07130665
0.8378170637970792,0.245453822,0.119848901,0.072022334
0.8578016910069177,0.162413772,0.083161528,0.053083435
0.7804765564950039,0.150528898,0.084720175,0.056451453
0.6218293620292084,0.196510712,0.11072661,0.074449961
0.6917755572636434,0.197135009,0.116009828,0.079911816
0.35111452728670256,0.253869895,0.152531176,0.099416867
0.7755572636433513,0.205026303,0.110383002,0.070293805
0.4554957724827056,0.242247367,0.151605329,0.102624643
0.6684089162182936,0.14265028,0.076714204,0.051187385
0.1589397815526518,0.084013235,0.059512663,0.047048238
0.13621363973866257,0.081854222,0.058229384,0.046569294
0.11793121715603383,0.124251841,0.085321227,0.063479503
0.14236570209069946,0.211608175,0.135655507,0.091564136
0.11300210988470408,0.196918471,0.144872419,0.101229925
0.5500384319754036,0.173845155,0.105015031,0.07350925
0.19907763259031513,0.207844101,0.15952366,0.126033576
0.3560338201383551,0.148457078,0.099095743,0.071793835
0.21214450422751732,0.193226422,0.143428225,0.110821853
0.18155265180630287,0.156857935,0.110657387,0.084427942
0.202152190622598,0.208049811,0.139209254,0.103688346
0.48424289008455035,0.209767929,0.13236384,0.093995801
0.4579554189085319,0.182667032,0.111896986,0.080362915
0.6092236740968486,0.189400919,0.113032725,0.079048313
0.7996925441967718,0.171004708,0.10112874,0.071360368
0.6006149116064566,0.171161259,0.10364883,0.074258715
0.8161414296694851,0.121942152,0.068354282,0.049166806
0.498847040737894,0.178506091,0.112364609,0.080336777
0.6385857033051499,0.166777733,0.100144965,0.071402182
0.6916218293620293,0.148078654,0.08451779,0.058433209
0.3123750960799385,0.135130557,0.081756057,0.05625299
0.3566487317448117,0.151143728,0.094891125,0.065157169
0.5787855495772483,0.130352306,0.079722844,0.056592543
0.6991544965411222,0.12555066,0.072260409,0.055095122
0.4556495003843198,0.210066915,0.131162783,0.085011926
0.5554189085318986,0.155555806,0.097494901,0.070082313
0.545119139123751,0.171303075,0.106018127,0.072749842
0.6370484242890084,0.167820813,0.093648304,0.062176351
0.26594926979246736,0.150734343,0.105846261,0.075200828
0.7818601076095312,0.190438993,0.107033241,0.073992182
0.4647194465795542,0.088652237,0.059775529,0.047550753
0.5006917755572636,0.234425842,0.144383433,0.100247207
0.30714834742505764,0.124820059,0.087072275,0.06301821
0.6793235972328978,0.116811325,0.067862538,0.049420355
0.7045349730976173,0.120276766,0.070714085,0.051927732
0.7017678708685626,0.111114461,0.066212798,0.04996122
0.6485780169100692,0.115333862,0.069857092,0.052871765
0.5449654112221369,0.135436973,0.086234871,0.065028708
0.6865488086087624,0.203562831,0.119788024,0.07963141
0.7826287471176018,0.228218616,0.107544416,0.064244768
0.6705611068408917,0.165718236,0.096370301,0.065650997
0.4239815526518063,0.182406065,0.11486503,0.076286327
0.6328977709454267,0.159717028,0.094959761,0.065351535
0.6453497309761722,0.189596351,0.097749047,0.064924606
0.3815526518063029,0.179883264,0.117668101,0.083691425
0.517140661029977,0.201153771,0.120257943,0.083126481
0.28747117601844735,0.12315111,0.091089792,0.075014699
0.3714066102997694,0.205085529,0.136688665,0.095110178
0.31821675634127594,0.149868722,0.104015964,0.080389968
0.46979246733282093,0.125765044,0.087891171,0.069288691
0.5355880092236742,0.126657042,0.088914026,0.071382116
0.019204911360491933,0.254716754,0.174208145,0.114398076
0.01731199897002306,0.249888005,0.165891816,0.10754784
0.007678978385857033,0.308459389,0.22519033,0.152491019
0.00804915235972329,0.425257706,0.338547,0.251714258
0.5205226748654881,0.143177577,0.082618721,0.055169829
0.40399692544196775,0.118478543,0.079658941,0.057560131
0.40153727901614145,0.169410658,0.115547009,0.084296744
0.3008455034588778,0.130629913,0.092376823,0.068096186
0.5217524980784012,0.183226291,0.119308248,0.090478814
0.5750960799385089,0.219044973,0.13912026,0.094777615
0.5157571099154497,0.195309058,0.120449903,0.079225235
0.7360491929285166,0.17453477,0.093527777,0.062604306
0.009641041552651806,0.316961842,0.24952768,0.189670371
0.023236622244427366,0.353725007,0.283224991,0.219060926
0.0059335741583397385,0.477521887,0.400939324,0.320041063
0.005657853850883935,0.429739847,0.357744649,0.27898495
0.7352805534204458,0.184047513,0.111278314,0.079780086
0.5329746348962338,0.157943621,0.104798543,0.077908619
0.626902382782475,0.176779597,0.112580159,0.082260583
0.7933897002305919,0.205776956,0.121526838,0.087288849
0.6957724827056111,0.213722148,0.127503695,0.089021466
0.22167563412759417,0.181780697,0.113953097,0.084893845
0.22167563412759417,0.223447638,0.150969868,0.110653469
0.5093005380476557,0.11619795,0.0765667,0.058218763
0.01356427996925442,0.24931959,0.188348219,0.140090118
0.011988886794773253,0.323971346,0.250619702,0.190628732
0.010825170807071483,0.375309887,0.295946588,0.227044602
0.03199268997694082,0.49681745,0.387899437,0.302238119
0.09217927240584166,0.557640614,0.458555055,0.370950035
0.011402652205995388,0.476142457,0.418896831,0.357983917
0.024242388132205996,0.390169597,0.317711274,0.248260064
0.021559227009992313,0.492662662,0.414353932,0.326417895
0.037284294189085326,0.176691556,0.127470442,0.092061925
0.037323436556495004,0.192110618,0.137461178,0.097792499
0.02905708192159877,0.183409103,0.130608437,0.091859938
0.022983541229823216,0.199499061,0.141660633,0.09805469
0.016485182352036897,0.236905981,0.169947794,0.115250168
0.017100527947732515,0.232082708,0.164560536,0.109644866
0.3755572636433513,0.177991487,0.114253617,0.078253357
0.28147578785549576,0.167518757,0.106645039,0.073241529
0.36556495003843203,0.212964293,0.13761994,0.093237711
0.39877017678708687,0.103610777,0.065771268,0.049218011
0.8544196771714067,0.135531399,0.070951329,0.048593107
0.8356648731744812,0.15301155,0.082260635,0.056747832
0.7853958493466565,0.153976922,0.085579249,0.060839185
0.8393543428132206,0.099888254,0.051112456,0.039435161
0.8639508070714835,0.119629159,0.054099362,0.03827733
0.8044581091468102,0.112413148,0.063474436,0.044625628
0.8255188316679478,0.118301987,0.067755521,0.047100513
0.733282090699462,0.086087914,0.050242314,0.039258327
0.7446579554189086,0.174516938,0.097157788,0.066408117
0.5814501664873174,0.085281241,0.056135762,0.044338697
0.5814501664873174,0.099228782,0.069129815,0.055885639
0.5107481425057648,0.07195753,0.049939575,0.041156074
0.5107481425057648,0.171842917,0.129469855,0.108322521
0.666895287624904,0.094394889,0.064493144,0.052198945
0.666895287624904,0.095618366,0.065844434,0.054324733
0.34428062336664106,0.134192442,0.093435399,0.075023498
0.34428062336664106,0.150974665,0.112729694,0.093248203
0.3927747886241353,0.147655954,0.104803564,0.083343942
0.3927747886241353,0.118334003,0.088724507,0.075685943
0.41614142966948503,0.192283141,0.141216208,0.113701674
0.3544965411222137,0.117842649,0.084365154,0.068161264
0.09992313604919294,0.251215623,0.200381201,0.162470319
0.5532667179093006,0.101920659,0.073142043,0.058637299
