HX,HY,S,V,oc
0.959209765333,0.282695288412,0.513812199672,0.091697738,49.67409091
0.964891135103,0.262650142584,0.393635045359,0.063084039,49.67409091
0.973449924163,0.228900076773,0.58242971676,0.081749215,55.53
0.955578077359,0.294738083849,0.451651182869,0.07775222,43.37
0.960416094522,0.278569426506,0.468977049995,0.075278714,44.86
0.961558730804,0.274599357635,0.506499974778,0.085307381,48.47090909
0.957633321554,0.287990314853,0.47901687561,0.078186724,48.47090909
0.954155224236,0.299312225049,0.46237283853,0.072896177,48.87838486
0.959537329017,0.2815814522,0.43103779099,0.062407857,49.02
0.971571443623,0.23674655211,0.591629214262,0.083169731,20.27796224
0.95904823362,0.283242803246,0.632150399695,0.139328675,20.27796224
0.961074234549,0.276290274325,0.401945249739,0.058558366,43.01815707
0.968368958349,0.249522665314,0.545350574795,0.077906054,55.12
0.964296843171,0.264823711646,0.61590891455,0.100880907,53.27
0.955903497457,0.293680955376,0.453858869337,0.09148774,35.52
0.954564469075,0.298004487181,0.539528551276,0.165383401,25.5
0.944507851361,0.328488841086,0.577964684048,0.214275342,48.09
0.954251778243,0.299004253683,0.565545167463,0.127267832,55.14
0.959020055035,0.283338197283,0.55358073468,0.113106945,8.684545381
0.949584233058,0.313512016242,0.56952133177,0.181170192,50.13
0.951315498146,0.308218790776,0.612929361473,0.167422433,52.93
0.944660885942,0.32804848814,0.503129764421,0.087512721,51.93
0.948779530999,0.315938920612,0.492892316263,0.147014578,46.31
0.942283198859,0.334816924823,0.559985560554,0.164999087,49.81
0.957357199325,0.288906893136,0.534699570888,0.092490875,55.24
0.955797115558,0.294026995173,0.575830303746,0.121173723,52.75
0.959730018289,0.280923996831,0.593351113959,0.124087033,53.75
0.964984975855,0.262305158879,0.55978183426,0.098076195,50.37
0.964607774611,0.263688909818,0.576994929114,0.113048969,51.64
0.967802226108,0.25171184148,0.596626911323,0.10785935,52.52
0.961853016441,0.273566764728,0.53402496953,0.08777846,52.11
0.949110684809,0.31494270587,0.497212989762,0.112213525,34.15
0.924927984636,0.380142372325,0.465631705626,0.156248649,4.87
0.923359659403,0.383936113679,0.488839036223,0.144648814,6.42
0.954646249038,0.297742404098,0.483704165186,0.11429153,25.0
0.94604723396,0.324028750448,0.472078155946,0.144529165,14.67
0.947609332817,0.319431608264,0.438390904682,0.111650712,25.53
0.951090359092,0.308912817542,0.478375771338,0.115834566,24.67
0.951397101592,0.307966808411,0.448159835732,0.127346151,14.04
0.9522687122,0.305261035452,0.569006160429,0.153100375,44.88
0.948187574739,0.317711068599,0.454345783372,0.127526526,13.24
0.941394006708,0.337308944641,0.463372040198,0.134302558,12.38
0.954771036044,0.297342006334,0.53239561728,0.115828828,43.48
0.935984264963,0.352041838055,0.461731238768,0.185395114,8.8
0.943755170537,0.330645093846,0.455404682607,0.108427145,22.56
0.922486875525,0.386028450356,0.458139533285,0.223976043,25.77
0.928025550187,0.372516547553,0.463864329856,0.234143983,25.94
0.942891593804,0.333099748326,0.474691292341,0.182632472,22.78
0.929189070912,0.36960474902,0.448703065645,0.159023418,31.72
0.928015975819,0.372540398648,0.457320404926,0.225850273,26.86
0.949984665267,0.312296550986,0.488986269781,0.138495168,26.91
0.927114330913,0.374778624545,0.47302922419,0.213633226,30.84
0.929803136439,0.368057233957,0.439332680908,0.16484694,23.04
0.946410619606,0.32296584819,0.5220053436,0.198548378,26.36
0.918308055449,0.395866537228,0.444121803341,0.206654963,27.75
0.935547873824,0.353199909093,0.44870800848,0.171701721,21.18
0.949872859657,0.312636450989,0.466248175698,0.122768797,35.18
0.931756393722,0.363084043657,0.434443930949,0.145594751,35.18
0.932413109928,0.361394234091,0.436575445284,0.15808643,25.27
0.952396302011,0.304862729626,0.513634622314,0.153141668,25.8
0.941370809942,0.337373677379,0.428704263438,0.165066276,28.94
0.92968598344,0.368353053733,0.367095214322,0.150769521,28.94
0.955945564577,0.293543995961,0.456659147357,0.080308943,37.21568627
0.96312660582,0.269048585131,0.466872557393,0.077874202,37.21568627
0.93284130836,0.360287514934,0.321500877784,0.119771033,9.351114361
0.967459350502,0.253026490959,0.424951225405,0.056536279,39.67
0.956155401793,0.292859774673,0.425342882648,0.078418783,31.57
0.961592564503,0.274480855239,0.418839261552,0.080179074,40.3
0.951312483415,0.308228095571,0.367056899021,0.109267251,37.81
0.940470222444,0.339876096095,0.403190465744,0.183941313,28.39
0.930209831899,0.367028157829,0.335148907962,0.448390892,11.22
0.95476124601,0.297373440505,0.409788913423,0.100278398,37.23
0.951098417712,0.308888005312,0.388978836639,0.101915419,21.88772286
0.938385887234,0.34558924555,0.381011794231,0.31670551,15.69196475
0.9458949717,0.324472961142,0.449834055091,0.297367713,17.76
0.953430144174,0.301613925708,0.38051381882,0.13599472,25.37658281
0.954947864759,0.296773610001,0.362233960325,0.078103246,21.88772286
0.947634906724,0.319355731996,0.375329259352,0.190249667,15.69196475
0.937517024188,0.34793940472,0.376362214149,0.228851295,22.47
0.952749080678,0.303758439006,0.410491785813,0.121988606,25.37658281
0.949771496503,0.312944251314,0.332395034041,0.152318405,21.88772286
0.945228238259,0.326410137095,0.409001345615,0.253867647,15.69196475
0.936275082312,0.351267661822,0.376877277818,0.190377279,24.11
