h,s,v,oc
0.0456142611545,0.513812199672,0.091697738,49.67409091
0.0422982514452,0.393635045359,0.063084039,49.67409091
0.0367564536812,0.58242971676,0.081749215,55.53
0.0476162011171,0.451651182869,0.07775222,43.37
0.0449301171039,0.468977049995,0.075278714,44.86
0.0442726108991,0.506499974778,0.085307381,48.47090909
0.0464935480342,0.47901687561,0.078186724,48.47090909
0.0483786068306,0.46237283853,0.072896177,48.87838486
0.0454294817017,0.43103779099,0.062407857,49.02
0.0380405512052,0.591629214262,0.083169731,20.27796224
0.045705114095,0.632150399695,0.139328675,20.27796224
0.0445525579145,0.401945249739,0.058558366,43.01815707
0.0401368549583,0.545350574795,0.077906054,55.12
0.0426568832819,0.61590891455,0.100880907,53.27
0.0474401625854,0.453858869337,0.09148774,35.52
0.0481605204199,0.539528551276,0.165383401,25.5
0.0532696665022,0.577964684048,0.214275342,48.09
0.0483272392086,0.565545167463,0.127267832,55.14
0.0457209450564,0.55358073468,0.113106945,8.684545381
0.050752802565,0.56952133177,0.181170192,50.13
0.0498664424834,0.612929361473,0.167422433,52.93
0.0531954705394,0.503129764421,0.087512721,51.93
0.0511597357606,0.492892316263,0.147014578,46.31
0.0543372378484,0.559985560554,0.164999087,49.81
0.0466459017422,0.534699570888,0.092490875,55.24
0.047497780335,0.575830303746,0.121173723,52.75
0.0453204429398,0.593351113959,0.124087033,53.75
0.042241350527,0.55978183426,0.098076195,50.37
0.042469617102,0.576994929114,0.113048969,51.64
0.0404967591469,0.596626911323,0.10785935,52.52
0.0441017247123,0.53402496953,0.08777846,52.11
0.0509926528759,0.497212989762,0.112213525,34.15
0.0620625050118,0.465631705626,0.156248649,4.87
0.0627158576903,0.488839036223,0.144648814,6.42
0.0481168250673,0.483704165186,0.11429153,25.0
0.0525187292138,0.472078155946,0.144529165,14.67
0.0517459845903,0.438390904682,0.111650712,25.53
0.0499825667954,0.478375771338,0.115834566,24.67
0.049824287679,0.448159835732,0.127346151,14.04
0.0493718586359,0.569006160429,0.153100375,44.88
0.0514571009907,0.454345783372,0.127526526,13.24
0.0547583471976,0.463372040198,0.134302558,12.38
0.0480500766588,0.53239561728,0.115828828,43.48
0.0572562611398,0.461731238768,0.185395114,8.8
0.0536331520254,0.455404682607,0.108427145,22.56
0.0630766737991,0.458139533285,0.223976043,25.77
0.060752509016,0.463864329856,0.234143983,25.94
0.0540472943873,0.474691292341,0.182632472,22.78
0.060253453339,0.448703065645,0.159023418,31.72
0.0607565994629,0.457320404926,0.225850273,26.86
0.0505491276392,0.488986269781,0.138495168,26.91
0.061140642073,0.47302922419,0.213633226,30.84
0.0599884768492,0.439332680908,0.16484694,23.04
0.0523399499291,0.5220053436,0.198548378,26.36
0.0647778575889,0.444121803341,0.206654963,27.75
0.0574532256512,0.44870800848,0.171701721,21.18
0.0506060758727,0.466248175698,0.122768797,35.18
0.059138108195,0.434443930949,0.145594751,35.18
0.0588495706225,0.436575445284,0.15808643,25.27
0.0493052932928,0.513634622314,0.153141668,25.8
0.0547692912466,0.428704263438,0.165066276,28.94
0.0600391156819,0.367095214322,0.150769521,28.94
0.0474173597729,0.456659147357,0.080308943,37.21568627
0.0433546110412,0.466872557393,0.077874202,37.21568627
0.0586607065168,0.321500877784,0.119771033,9.351114361
0.0407129913435,0.424951225405,0.056536279,39.67
0.0473034565875,0.425342882648,0.078418783,31.57
0.0442529970059,0.418839261552,0.080179074,40.3
0.0498679991767,0.367056899021,0.109267251,37.81
0.0551925704362,0.403190465744,0.183941313,28.39
0.0598123678233,0.335148907962,0.448390892,11.22
0.0480553165846,0.409788913423,0.100278398,37.23
0.0499784147479,0.388978836639,0.101915419,21.88772286
0.0561604712448,0.381011794231,0.31670551,15.69196475
0.0525934654569,0.449834055091,0.297367713,17.76
0.0487626807134,0.38051381882,0.13599472,25.37658281
0.047955336974,0.362233960325,0.078103246,21.88772286
0.0517332410263,0.375329259352,0.190249667,15.69196475
0.0565592544132,0.376362214149,0.228851295,22.47
0.0491207894824,0.410491785813,0.121988606,25.37658281
0.0506576517823,0.332395034041,0.152318405,21.88772286
0.05291952673,0.409001345615,0.253867647,15.69196475
0.0571246405206,0.376877277818,0.190377279,24.11
0.0483461153751,0.410789560431,0.090467215,25.37658281
0.0480923827895,0.356514554539,0.091563671,21.88772286
0.0500285264941,0.436881982809,0.243118928,15.69196475
0.0532716435466,0.427452648092,0.298500209,23.45
0.0446855212217,0.508308421325,0.088070009,44.89130435
0.0383697966737,0.513717817897,0.077357938,44.89130435
0.0370108042915,0.58647374316,0.078424076,51.7
0.0438342256108,0.459842880599,0.06696181,50.63
0.0527166311654,0.566293622467,0.138877658,28.24521739
0.0590468877968,0.56778165839,0.146496698,28.24521739
0.0401523491781,0.518129735362,0.07219365,44.32513514
0.0434262737269,0.515160188385,0.071493885,44.32513514
0.049110935058,0.461603726962,0.072334322,51.21
0.0486973782327,0.531076431181,0.086808752,28.80703704
0.055743886193,0.536962920274,0.111939048,28.80703704
0.0411534439644,0.510506757329,0.068882081,46.49605263
0.0416778965999,0.573519757674,0.091446358,46.49605263
0.046324250998,0.440858066074,0.058568614,48.18
0.0468790708809,0.473070433391,0.106904615,28.34862069
0.0498082973597,0.552578289171,0.144882152,28.34862069
0.0458871935138,0.52166949562,0.09663921,34.58
0.0441737302137,0.475155517967,0.069124665,48.36
0.0489106415637,0.54572912569,0.137167718,29.11875
0.0500875127149,0.526711085882,0.116607452,29.11875
0.0415955340592,0.5775980525,0.09659957,50.01
0.0478095988088,0.493852958771,0.07553025,47.32
0.0564177056701,0.511290455085,0.241284824,37.03
0.053194485829,0.535081218502,0.200073614,30.34
0.0539357337189,0.509969856089,0.202705421,29.04
0.0533053873874,0.525470196878,0.188135231,37.96
